,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
659,0,54.24931506849315,2.9506849315068493,1,0,1,0,2.0,False,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
660,0,54.02191780821918,2.5342465753424657,1,1,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
661,1,47.38904109589041,9.53972602739726,1,0,1,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
662,0,54.07397260273972,14.68219178082192,1,0,0,0,2.0,False,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
663,0,49.8054794520548,7.597260273972603,1,0,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
664,0,51.9041095890411,4.594520547945206,1,1,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
665,0,62.97260273972603,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
666,0,58.53424657534247,-1000.6657534246576,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
667,0,46.945205479452056,0.2547945205479452,1,1,1,0,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
668,2,33.31506849315068,1.2547945205479452,1,0,0,0,4.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
669,1,50.16164383561644,-1000.6657534246576,1,0,0,0,3.0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
670,0,62.07397260273972,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
671,1,44.30958904109589,7.841095890410959,1,0,0,0,3.0,False,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
672,1,47.66575342465753,1.2547945205479452,1,0,0,0,3.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
673,0,32.704109589041096,5.175342465753425,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
674,2,40.75068493150685,6.594520547945206,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
675,1,24.83835616438356,6.594520547945206,1,0,0,0,3.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
676,0,39.942465753424656,0.5068493150684932,1,0,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
677,1,40.99178082191781,14.18082191780822,1,0,0,0,3.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
678,0,60.06027397260274,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
679,0,64.75616438356164,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
680,1,41.55342465753424,5.923287671232877,1,0,0,0,3.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
681,0,57.9041095890411,7.841095890410959,1,0,0,0,2.0,False,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
682,1,30.40821917808219,5.50958904109589,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
683,0,29.71780821917808,7.4301369863013695,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
684,0,57.02739726027397,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
685,0,50.9013698630137,5.50958904109589,1,1,0,0,2.0,False,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
686,0,64.7095890410959,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
687,2,40.032876712328765,1.0876712328767124,1,0,0,0,4.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
688,0,42.35342465753425,1.7589041095890412,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
689,1,35.35068493150685,8.01095890410959,1,0,0,0,3.0,False,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
690,1,35.64931506849315,3.676712328767124,1,0,1,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
691,3,30.08219178082192,7.926027397260274,1,0,0,0,5.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
692,1,40.54246575342466,17.350684931506848,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
693,0,39.21917808219178,11.347945205479451,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
694,0,26.81095890410959,7.010958904109589,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
695,0,43.76986301369863,2.33972602739726,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
696,0,55.97808219178082,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
697,2,39.31780821917808,9.841095890410958,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
698,0,51.68493150684932,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
699,0,32.81643835616438,14.263013698630138,1,1,0,0,1.0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
700,0,55.3013698630137,7.093150684931507,1,0,0,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
701,0,60.38630136986301,4.175342465753425,1,1,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
702,1,42.945205479452056,0.8356164383561644,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
703,0,31.17808219178082,2.758904109589041,1,1,1,0,2.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
704,1,46.21095890410959,9.841095890410958,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
705,0,47.23835616438356,1.1726027397260277,1,0,0,0,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
706,1,26.534246575342465,3.008219178082192,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
707,3,36.57534246575342,5.427397260273972,1,0,0,0,5.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
708,0,54.69041095890411,3.2575342465753425,1,0,0,0,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
709,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
710,0,42.68493150684932,9.597260273972603,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
711,2,37.44931506849315,1.1726027397260277,1,0,1,0,4.0,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
712,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
713,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,True,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
714,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
715,0,54.23287671232877,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
716,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
717,0,31.356164383561644,9.093150684931508,1,0,0,0,2.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
718,0,62.6986301369863,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
719,0,31.493150684931507,1.5917808219178082,1,0,0,0,1.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
720,1,60.46027397260274,-1000.6657534246576,1,0,0,0,3.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
721,2,46.18082191780822,3.761643835616439,1,0,0,0,4.0,False,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
722,0,42.49041095890411,3.2575342465753425,1,1,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
723,0,30.876712328767123,5.175342465753425,1,0,0,1,2.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
724,0,47.52602739726027,11.6,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
725,1,35.31506849315068,14.68219178082192,1,0,0,0,3.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
726,0,64.12876712328767,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
727,0,47.67397260273973,26.18904109589041,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
728,0,57.50684931506849,16.931506849315067,1,0,0,0,2.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
729,0,28.797260273972604,0.8356164383561644,1,0,0,0,2.0,False,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
730,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
731,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
732,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
733,0,56.68219178082192,12.432876712328769,1,0,0,0,2.0,False,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
734,1,33.73424657534247,3.008219178082192,1,0,0,0,3.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
735,2,27.356164383561644,4.761643835616439,1,0,0,0,4.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
736,0,34.397260273972606,5.090410958904109,1,0,0,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
737,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
738,2,34.06575342465754,4.008219178082192,1,0,1,0,4.0,False,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
739,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
740,1,33.33150684931507,3.761643835616439,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
741,0,40.64657534246575,5.676712328767123,1,0,0,0,1.0,False,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
742,0,29.375342465753423,0.2547945205479452,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
743,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
744,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,True,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
745,0,54.92054794520548,9.597260273972603,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
746,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
747,0,57.12328767123287,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
748,1,57.72876712328768,-1000.6657534246576,1,0,0,0,3.0,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
749,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
750,0,27.56438356164384,1.4246575342465753,1,0,0,1,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
751,1,33.8,1.2547945205479452,1,0,0,0,3.0,False,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
752,0,33.88767123287671,3.9232876712328766,1,1,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
753,0,55.62191780821918,28.10684931506849,1,0,0,0,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
754,0,59.4986301369863,5.594520547945206,1,0,0,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
755,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
756,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
757,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,False,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
758,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
759,0,63.367123287671234,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
760,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
761,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
762,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,False,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
763,2,30.95890410958904,2.758904109589041,1,0,0,0,4.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
764,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
765,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
766,2,33.83013698630137,3.3424657534246576,1,0,0,0,4.0,False,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
767,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
768,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
769,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
770,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
771,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
772,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
773,1,32.12602739726027,9.846575342465751,1,0,0,0,3.0,False,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
774,0,46.54246575342466,3.9287671232876713,1,1,1,0,1.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
775,0,34.602739726027394,14.095890410958903,1,0,0,0,2.0,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
776,0,39.52054794520548,12.515068493150684,1,1,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
777,1,41.40547945205479,4.342465753424658,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
778,2,39.30684931506849,4.761643835616439,1,0,0,0,4.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
779,0,42.635616438356166,21.435616438356163,1,0,1,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
780,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
781,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,True,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
782,0,36.74246575342466,0.5068493150684932,1,0,0,0,2.0,False,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
783,0,54.8054794520548,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
784,0,62.21917808219178,37.53150684931507,1,0,1,0,2.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
785,0,37.21917808219178,13.43013698630137,1,0,0,0,1.0,False,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
786,0,49.74246575342466,3.4246575342465757,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
787,0,30.383561643835616,0.926027397260274,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
788,0,38.89041095890411,18.852054794520548,1,0,0,0,1.0,False,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
789,0,44.76712328767123,23.69041095890411,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
790,0,40.40821917808219,2.421917808219178,1,1,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
791,1,31.942465753424656,1.0876712328767124,1,0,0,0,3.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
792,0,65.3917808219178,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
793,0,32.75616438356165,0.8410958904109589,1,0,0,0,1.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
794,1,42.16438356164384,4.424657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
795,0,54.04931506849315,0.7589041095890411,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
796,1,33.92876712328767,6.090410958904109,1,1,1,0,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
797,1,35.36164383561644,0.926027397260274,1,0,0,0,3.0,False,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
798,0,34.30958904109589,14.095890410958903,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
799,0,38.74794520547945,5.676712328767123,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
800,3,39.98630136986301,2.421917808219178,1,0,0,0,5.0,False,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
801,0,67.07397260273973,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
802,0,50.989041095890414,9.761643835616438,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
803,0,63.83013698630137,0.421917808219178,1,0,0,0,1.0,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
804,0,60.85479452054795,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
805,1,48.1972602739726,8.008219178082191,1,0,0,0,3.0,False,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
806,0,29.684931506849317,1.084931506849315,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
807,1,31.89041095890411,4.5917808219178085,1,0,1,0,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
808,1,27.26027397260274,1.16986301369863,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
809,0,62.85753424657534,-1000.6657534246576,1,0,1,0,2.0,False,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
810,1,38.17260273972602,9.931506849315069,1,0,0,0,3.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
811,0,43.42739726027397,1.1726027397260277,1,0,0,0,2.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
812,3,33.6,3.0054794520547947,1,0,0,0,5.0,False,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
813,0,47.83561643835616,7.345205479452055,1,1,1,0,1.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
814,0,40.86027397260274,11.18082191780822,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
815,0,41.10958904109589,5.005479452054795,1,1,0,0,2.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
816,0,56.06301369863014,0.5068493150684932,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
817,1,39.0027397260274,19.183561643835617,1,1,1,0,3.0,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
818,0,43.05205479452055,1.2547945205479452,1,1,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
819,0,50.02465753424657,15.76986301369863,1,0,1,0,2.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
820,0,59.81369863013698,-1000.6657534246576,1,0,1,0,2.0,True,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
821,0,43.95342465753425,10.512328767123288,1,0,1,0,2.0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
822,0,37.53972602739726,4.005479452054795,1,0,1,0,2.0,False,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
823,0,42.8027397260274,4.506849315068493,1,0,0,0,2.0,False,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
