ID,mes_0,mes_1,mes_10,mes_11,mes_12,mes_13,mes_14,mes_15,mes_16,mes_17,mes_18,mes_19,mes_2,mes_20,mes_21,mes_22,mes_23,mes_24,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9
5023239,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,,C,C,C,C,C,C
5023240,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023241,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,,C,C,C,C,C,C
5023242,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023244,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023246,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,,C,C,C,C,C,C
5023247,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023250,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023251,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023254,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023257,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023258,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5023259,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,C,C,C,C,C
5023260,0,0,C,C,C,C,C,C,C,,,,0,,,,,,1,0,0,0,C,C,C
5023265,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023280,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023282,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023283,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023286,0,0,,,,,,,,,,,1,,,,,,1,0,,,,,
5023288,0,0,,,,,,,,,,,1,,,,,,1,0,,,,,
5023298,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023299,0,0,0,1,C,C,C,C,C,C,C,,0,,,,,,0,0,0,0,0,0,0
5023304,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5023307,0,0,C,C,C,C,C,,,,,,0,,,,,,0,0,C,C,C,C,C
5023308,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023309,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023310,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023311,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023312,0,0,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0
5023313,0,0,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0
5023323,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,1,2,1,0,C,C,C
5023328,0,0,,,,,,,,,,,0,,,,,,,,,,,,
5023329,0,0,C,C,C,C,C,C,,,,,0,,,,,,0,C,C,C,C,C,C
5023339,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023341,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,0,0,0,0,0,1,0
5023345,0,0,0,1,0,1,0,0,0,,,,0,,,,,,0,0,1,0,0,0,0
5023347,0,0,0,1,0,1,0,0,0,,,,0,,,,,,0,0,1,0,0,0,0
5023348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,0,0,0,0,0,1,0
5023350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,0,0,0,0,0,1,0
5023354,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023356,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023361,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023362,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023363,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023364,0,0,C,C,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023373,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023374,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023377,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023379,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023380,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023385,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023386,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023390,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023392,1,0,C,C,C,C,C,C,C,C,C,,0,,,,,,0,0,0,0,C,C,C
5023394,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0
5023397,0,0,0,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023398,1,0,C,C,C,C,C,C,C,C,C,,0,,,,,,0,0,0,0,C,C,C
5023402,0,0,0,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023406,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023410,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023411,0,0,0,C,C,C,C,,,,,,0,,,,,,0,0,0,0,0,0,0
5023414,0,,,,,,,,0,,,,,0,,0,,0,,,,,,,
5023415,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023419,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,0,0,0,0,0,0
5023420,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5023421,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5023426,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023428,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023430,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,1
5023431,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023432,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023433,0,0,C,C,C,C,,,,,,,0,,,,,,0,0,0,0,0,C,C
5023438,0,0,,,,,,,,,,,0,,,,,,0,0,,,,,
5023439,0,0,C,C,C,C,C,,,,,,0,,,,,,0,0,0,0,0,0,0
5023440,0,0,,,,,,,,,,,0,,,,,,0,0,,,,,
5023441,0,0,,,,,,,,,,,0,,,,,,0,0,,,,,
5023442,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,,
5023449,C,C,,,,,,,,,,,,,,,,,,,,,,,
5023450,C,C,,,,,,,,,,,,,,,,,,,,,,,
5023454,C,C,,,,,,,,,,,,,,,,,,,,,,,
5023468,0,0,0,0,0,0,0,0,0,0,C,C,0,,,,,,0,0,0,0,0,0,0
5023469,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023470,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023474,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023475,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023476,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023478,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5023481,0,0,C,C,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023482,0,0,C,C,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023483,0,0,C,C,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023490,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023491,0,0,,,,,,0,0,,0,,,0,0,,,0,,,0,,,,0
5023492,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023495,0,0,C,C,C,C,C,C,,,,,C,,,,,,C,C,C,C,C,C,C
5023503,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,0
5023504,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023505,0,,,0,0,0,,,,0,,0,,,0,0,,,,,0,,0,0,0
5023506,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023507,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023508,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023513,0,,,,,,,,,,,,0,,,,,,,,,,,,
5023517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,0,0,0,0
5023518,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5023523,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023524,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023534,0,0,C,C,C,C,C,C,C,C,C,C,0,C,,,,,0,0,1,2,3,C,C
5023536,0,0,C,C,C,C,C,C,C,C,C,C,0,C,,,,,0,0,1,2,3,C,C
5023539,0,0,C,C,C,C,C,C,C,C,C,C,0,,,,,,0,0,0,C,C,C,C
5023540,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023543,0,0,0,0,0,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023546,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023547,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023548,0,0,,,,,,,,,,,0,,,,,,0,,C,C,C,C,
5023552,0,0,C,C,C,C,C,C,,,,,0,,,,,,0,C,C,C,C,C,C
5023558,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5023560,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5023562,0,0,,,,,,,,,,,0,,,,,,0,0,0,,,,
5023566,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5023584,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5023585,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5023587,0,0,0,0,,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023588,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5023589,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,,,,,0,0
5023594,0,0,,,,,,,,,,,,,,,,,0,,,,,,
5023600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023603,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023609,0,0,0,,0,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,,
5023610,0,0,1,C,C,C,C,C,C,C,C,C,1,C,C,C,C,C,1,0,0,1,0,0,0
5023611,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0
5023612,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023613,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0
5023617,0,0,0,0,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023618,0,0,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,
5023619,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023626,0,0,1,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,1,1,0,1
5023628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023632,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023635,0,,,0,,0,0,,,,,,0,,,,,,0,,0,,0,0,
5023638,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023640,0,0,0,0,0,0,0,0,0,0,C,C,1,C,C,C,C,C,0,0,0,1,2,0,0
5023641,0,0,0,0,0,0,0,0,0,0,C,C,1,C,C,C,C,C,0,0,0,1,2,0,0
5023644,0,0,0,0,0,0,0,0,0,0,C,C,1,C,C,C,C,C,0,0,0,1,2,0,0
5023645,0,0,0,0,0,0,0,0,0,0,C,C,1,C,C,C,C,C,0,0,0,1,2,0,0
5023646,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5023650,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023651,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023655,0,0,0,0,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0
5023660,0,0,C,C,C,C,C,C,,,,,0,,,,,,0,0,0,C,C,C,C
5023661,0,,,,,,,,,,,,,,,,,,,,,,,,
5023662,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023664,0,0,C,,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023665,0,0,C,,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023677,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023682,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5023685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5023688,0,0,C,C,C,C,,,,,,,0,,,,,,0,0,0,0,0,0,C
5023689,0,0,C,C,C,C,,,,,,,0,,,,,,0,0,0,0,0,0,C
5023697,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5023699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023705,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023706,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023711,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023712,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023716,0,0,0,0,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0
5023718,0,,0,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,,0,0,0,,0,0
5023724,0,0,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0
5023727,0,0,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0
5023733,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,0,0,0,0
5023735,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023736,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
5023739,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023743,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,,0,0,0,,,0
5023745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,0,0,0,0,0
5023748,0,,,,,,,,,C,C,C,,C,C,C,C,C,,,,,,,
5023749,0,,,,,,,,,C,C,C,,C,C,C,C,C,,,,,,,
5023754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
5023755,0,,,,,,,,,,,,,,,,,,,,,,,,
5023756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
5023757,0,,,,,,,,,,,,,,,,,,,,,,,,
5023758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
5023759,0,,,,,,,,,,,,,,,,,,,,,,,,
5023770,0,0,,,,,,,,,,,0,,,,,,0,,,,,,
5023771,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,,0,0,C,C,C
5023776,C,C,C,C,C,C,C,C,C,C,C,,C,,,,,,C,C,C,C,C,C,C
5023777,0,0,0,0,0,0,0,0,,,,,0,,,,,,1,1,0,1,0,0,0
5023778,0,0,0,0,0,0,0,0,,,,,0,,,,,,1,1,0,1,0,0,0
5023781,0,0,,0,,,,,,,,,0,,,,,,2,3,5,0,,,
5023811,0,0,C,C,C,C,C,C,C,,,,0,,,,,,0,0,0,0,0,,
5023812,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,C,C,C
5023814,0,,,,,,,,,,C,C,,C,C,C,C,C,,,,,,,
5023816,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,1,0,C,C,C,C
5023819,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023827,0,0,0,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023832,0,0,0,0,C,C,C,C,C,C,C,C,0,C,,,,,0,0,0,0,0,0,0
5023833,0,1,0,0,0,0,0,0,0,0,0,C,1,C,C,C,C,C,0,0,0,0,0,0,0
5023834,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C
5023838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0
5023842,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C
5023844,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,,0,0,C
5023858,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023860,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023862,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023864,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,C,C,C,C,C
5023865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023866,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,C
5023870,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023872,0,0,,,,,,,,,,,,,,,,,,,,,,,
5023875,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023877,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
5023878,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
5023882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023890,0,,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0
5023891,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023895,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0
5023897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0
5023904,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023906,0,0,0,0,,,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023907,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023908,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023909,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023913,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5023916,0,0,,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,,0,0,0,
5023917,0,,,,,,,,,,,,,,,,,,,0,,,0,,
5023919,0,0,,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,,0,0,0,
5023921,0,0,,,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,,0,0,0,
5023923,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,C
5023924,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,C
5023925,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,C
5023926,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,C
5023927,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,,0,0,0,0,0,0,C
5023928,0,0,0,0,0,0,0,1,0,0,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023931,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023933,0,0,C,C,C,C,C,C,C,,,,0,,,,,,0,0,0,C,C,C,C
5023937,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,C,C,C,C,C
5023938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5023939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5023940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0
5023943,0,0,C,C,C,C,C,,,,,,0,,,,,,0,0,0,0,C,C,C
5023947,0,,0,0,,,,,,,,,0,,,,,,0,,0,0,0,0,0
5023961,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5023963,0,0,3,0,1,1,2,2,2,1,1,0,1,1,1,1,1,,1,1,1,2,0,1,2
5023966,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,1,C,C
5023968,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,C,C
5023973,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023974,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023975,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023976,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023977,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023980,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5023988,0,0,1,0,0,1,,0,0,1,C,C,,C,C,C,C,C,0,0,0,,0,0,0
5023991,0,0,,,,,,,,,,,0,,,,,,C,C,C,C,C,C,C
5023996,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,,0,0,,C,C
5023997,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,,0,0,,C,C
5024001,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5024006,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5024010,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5024014,0,0,C,C,C,C,C,C,C,C,C,,0,,,,,,0,0,0,C,C,C,C
5024015,0,0,C,C,C,C,C,C,C,C,C,,0,,,,,,0,0,0,C,C,C,C
5024021,0,0,C,C,C,C,C,C,C,C,C,C,0,,,,,,0,0,0,0,0,C,C
5024022,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,0,0,0,0,0,0
5024023,0,0,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,0,0,C,C,C,C
5024028,0,0,0,0,0,0,0,0,0,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
5024033,0,0,0,0,0,0,0,0,0,C,C,C,0,C,C,C,C,C,0,0,0,0,0,0,0
