sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55.56986301369863,9.443835616438356,1,0,0,0,1.0,False
M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55.56986301369863,9.443835616438356,1,0,0,0,1.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,48.33150684931507,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Separated,House / apartment,50.416438356164385,20.284931506849315,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Separated,House / apartment,50.416438356164385,20.284931506849315,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Separated,House / apartment,50.416438356164385,20.284931506849315,1,0,0,0,2.0,False
F,N,Y,1,Working,Secondary / secondary special,Separated,House / apartment,50.416438356164385,20.284931506849315,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.99178082191781,-1000.6657534246575,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58.04109589041096,6.523287671232877,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58.04109589041096,6.523287671232877,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.37260273972603,3.356164383561644,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.37260273972603,3.356164383561644,1,0,0,0,2.0,False
F,N,N,0,Working,Higher education,Married,House / apartment,48.673972602739724,8.106849315068493,1,0,1,0,2.0,False
F,N,N,0,Working,Higher education,Married,House / apartment,48.673972602739724,8.106849315068493,1,0,1,0,2.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,53.62465753424657,20.284931506849315,1,0,1,0,3.0,False
F,N,Y,1,Working,Higher education,Married,House / apartment,53.62465753424657,20.284931506849315,1,0,1,0,3.0,False
F,Y,Y,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.31506849315068,1.9342465753424658,1,0,0,0,3.0,False
F,Y,Y,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.31506849315068,1.9342465753424658,1,0,0,0,3.0,False
F,Y,Y,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.31506849315068,1.9342465753424658,1,0,0,0,3.0,False
F,Y,Y,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.31506849315068,1.9342465753424658,1,0,0,0,3.0,False
M,Y,N,0,Commercial associate,Higher education,Married,House / apartment,66.68219178082192,14.194520547945206,1,0,0,0,2.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,Y,Y,0,Working,Higher education,Single / not married,House / apartment,29.257534246575343,3.2739726027397262,1,0,0,0,1.0,False
F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.42465753424658,1.6821917808219178,1,0,0,0,4.0,False
F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.42465753424658,1.6821917808219178,1,0,0,0,4.0,False
F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.42465753424658,1.6821917808219178,1,0,0,0,4.0,False
F,N,Y,2,State servant,Secondary / secondary special,Married,House / apartment,35.827397260273976,14.778082191780822,1,1,0,0,4.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.04657534246575,6.3561643835616435,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.04657534246575,6.3561643835616435,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.04657534246575,6.3561643835616435,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.04657534246575,6.3561643835616435,1,0,0,0,2.0,False
M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.334246575342465,7.024657534246575,1,0,1,0,3.0,False
M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.334246575342465,7.024657534246575,1,0,1,0,3.0,False
M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.334246575342465,7.024657534246575,1,0,1,0,3.0,False
M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.334246575342465,7.024657534246575,1,0,1,0,3.0,False
M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,55.90684931506849,7.6876712328767125,1,0,1,0,2.0,False
M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,55.90684931506849,7.6876712328767125,1,0,1,0,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,With parents,29.545205479452054,8.443835616438356,1,0,0,0,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,With parents,29.545205479452054,8.443835616438356,1,0,0,0,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,With parents,29.545205479452054,8.443835616438356,1,0,0,0,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,With parents,29.545205479452054,8.443835616438356,1,0,0,0,2.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,29.542465753424658,2.76986301369863,1,1,1,0,4.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,29.542465753424658,2.76986301369863,1,1,1,0,4.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,29.542465753424658,2.76986301369863,1,1,1,0,4.0,False
F,N,Y,2,Working,Higher education,Married,House / apartment,29.542465753424658,2.76986301369863,1,1,1,0,4.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.43561643835616,8.772602739726027,1,1,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.43561643835616,8.772602739726027,1,1,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.43561643835616,8.772602739726027,1,1,0,0,2.0,False
F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,34.35342465753425,7.526027397260274,1,1,0,0,4.0,False
F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,34.35342465753425,7.526027397260274,1,1,0,0,4.0,False
F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,34.35342465753425,7.526027397260274,1,1,0,0,4.0,False
F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,34.35342465753425,7.526027397260274,1,1,0,0,4.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,N,Y,1,Commercial associate,Higher education,Married,House / apartment,36.27945205479452,11.613698630136986,1,0,0,0,3.0,False
M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,49.85205479452055,6.772602739726027,1,1,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,65.58630136986301,-1000.6657534246575,1,0,1,0,1.0,False
M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,50.16712328767123,3.8547945205479452,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,2.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,Y,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,56.605479452054794,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.71232876712329,2.4383561643835616,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.71232876712329,2.4383561643835616,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.71232876712329,2.4383561643835616,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.71232876712329,2.4383561643835616,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.13972602739726,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,2,Working,Higher education,Married,Co-op apartment,42.12876712328767,0.9342465753424658,1,0,0,0,4.0,False
F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.24109589041096,1.2712328767123289,1,1,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.24109589041096,1.2712328767123289,1,1,1,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.62739726027397,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.62739726027397,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.62739726027397,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Separated,House / apartment,49.31232876712329,15.616438356164384,1,0,1,0,1.0,False
F,N,Y,0,State servant,Secondary / secondary special,Separated,House / apartment,49.31232876712329,15.616438356164384,1,0,1,0,1.0,False
F,N,Y,0,State servant,Secondary / secondary special,Separated,House / apartment,49.31232876712329,15.616438356164384,1,0,1,0,1.0,False
M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,29.34794520547945,4.104109589041096,1,0,0,0,1.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.32876712328767,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.295890410958904,1.5205479452054795,1,0,0,0,1.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.654794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.654794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.654794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.654794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.654794520547945,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Working,Higher education,Married,House / apartment,46.534246575342465,10.775342465753425,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,39.701369863013696,5.3561643835616435,1,0,0,0,1.0,False
F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,39.701369863013696,5.3561643835616435,1,0,0,0,1.0,False
M,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,67.14246575342466,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.49589041095891,3.441095890410959,1,0,0,0,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.49589041095891,3.441095890410959,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.21369863013699,4.441095890410959,1,0,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.21369863013699,4.441095890410959,1,0,1,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,34.21369863013699,4.441095890410959,1,0,1,0,2.0,False
F,N,Y,0,Working,Higher education,Married,House / apartment,31.632876712328766,4.104109589041096,1,0,0,0,2.0,False
M,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.16986301369863,-1000.6657534246575,1,0,1,0,2.0,False
F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,51.92602739726028,29.252054794520546,1,0,0,0,2.0,False
M,Y,Y,2,State servant,Higher education,Married,Co-op apartment,31.389041095890413,4.572602739726028,1,0,0,0,4.0,False
F,Y,N,0,Commercial associate,Higher education,Married,House / apartment,27.057534246575344,5.654794520547945,1,1,1,0,2.0,False
F,Y,N,0,Commercial associate,Higher education,Married,House / apartment,27.057534246575344,5.654794520547945,1,1,1,0,2.0,False
F,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,39.95890410958904,2.232876712328767,1,1,0,0,3.0,False
F,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,39.95890410958904,2.232876712328767,1,1,0,0,3.0,False
F,N,N,0,Pensioner,Higher education,Single / not married,House / apartment,68.25753424657535,-1000.6657534246575,1,0,0,0,1.0,False
F,N,N,0,Pensioner,Higher education,Single / not married,House / apartment,68.25753424657535,-1000.6657534246575,1,0,0,0,1.0,False
M,Y,N,2,Commercial associate,Higher education,Married,House / apartment,43.057534246575344,7.323287671232877,1,0,0,0,4.0,False
F,N,Y,0,Working,Incomplete higher,Single / not married,House / apartment,30.687671232876713,1.484931506849315,1,1,0,0,1.0,False
M,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,54.367123287671234,23.66849315068493,1,1,1,0,2.0,False
M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,33.605479452054794,9.238356164383562,1,0,0,0,3.0,False
M,N,N,1,Commercial associate,Higher education,Married,House / apartment,43.75342465753425,3.4876712328767123,1,1,0,0,3.0,False
F,Y,N,1,Working,Higher education,Single / not married,House / apartment,30.45205479452055,3.4876712328767123,1,0,1,0,2.0,False
F,Y,N,0,Commercial associate,Higher education,Married,House / apartment,41.26027397260274,0.9835616438356164,1,0,0,0,2.0,False
F,Y,N,0,Commercial associate,Higher education,Separated,House / apartment,56.084931506849315,24.915068493150685,1,1,0,0,1.0,False
M,Y,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,47.11232876712329,4.405479452054794,1,1,0,0,3.0,False
F,N,N,0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.45479452054794,-1000.6657534246575,1,0,0,0,1.0,False
M,N,N,0,State servant,Secondary / secondary special,Married,Office apartment,28.421917808219177,3.9863013698630136,1,1,0,0,2.0,False
M,N,N,2,Working,Secondary / secondary special,Civil marriage,House / apartment,37.416438356164385,11.493150684931507,1,0,1,0,4.0,False
M,Y,N,3,Working,Higher education,Married,House / apartment,38.106849315068494,0.8986301369863013,1,1,0,1,5.0,False
F,Y,N,0,Commercial associate,Incomplete higher,Married,With parents,25.16986301369863,0.3178082191780822,1,1,0,0,2.0,False
F,N,N,0,Pensioner,Higher education,Married,House / apartment,66.46301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,N,1,Working,Higher education,Married,House / apartment,33.443835616438356,11.493150684931507,1,1,1,0,3.0,False
M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,39.42465753424658,17.495890410958904,1,0,0,0,4.0,False
M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,35.18082191780822,2.652054794520548,1,0,0,0,2.0,False
M,Y,N,0,State servant,Secondary / secondary special,Single / not married,House / apartment,48.21369863013699,27.252054794520546,1,0,0,0,1.0,False
F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.602739726027394,-1000.6657534246575,1,0,0,0,2.0,False
M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,40.95890410958904,2.56986301369863,1,0,0,0,4.0,False
F,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.972602739726028,1.4027397260273973,1,1,0,0,1.0,False
F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.99452054794521,-1000.6657534246575,1,0,0,0,2.0,False
F,N,N,1,Working,Secondary / secondary special,Married,House / apartment,32.74794520547945,13.991780821917809,1,1,0,0,3.0,False
F,N,N,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46.23013698630137,19.164383561643834,1,0,1,0,2.0,False
M,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.6,9.575342465753424,1,1,1,0,2.0,False
M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,28.687671232876713,4.487671232876712,1,0,0,0,2.0,False
M,Y,N,0,Working,Higher education,Married,House / apartment,35.676712328767124,4.301369863013699,1,1,0,0,2.0,False
F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,44.03013698630137,6.134246575342465,1,0,0,0,2.0,False
M,N,Y,1,Working,Higher education,Married,House / apartment,43.6,8.471232876712328,1,0,1,0,3.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.59178082191781,-1000.6657534246575,1,0,1,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.59178082191781,-1000.6657534246575,1,0,1,0,2.0,False
M,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,33.657534246575345,0.9643835616438357,1,0,0,0,4.0,False
F,N,Y,1,Working,Higher education,Separated,House / apartment,43.25753424657534,22.47945205479452,1,0,1,1,2.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,51.87945205479452,25.315068493150687,1,0,0,0,2.0,False
F,N,N,1,Commercial associate,Secondary / secondary special,Civil marriage,With parents,29.684931506849313,3.7205479452054795,1,0,0,0,3.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,53.63835616438356,-1000.6657534246575,1,0,1,0,2.0,False
F,N,N,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,36.56164383561644,1.7945205479452055,1,0,0,0,3.0,False
M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,41.323287671232876,8.052054794520547,1,0,1,0,4.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,Rented apartment,45.28493150684932,10.471232876712328,1,0,0,0,2.0,False
F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,52.74246575342466,28.232876712328768,1,0,0,0,2.0,False
M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,32.62465753424657,1.632876712328767,1,1,1,0,2.0,False
M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,32.62465753424657,1.632876712328767,1,1,1,0,2.0,False
F,Y,Y,0,State servant,Incomplete higher,Married,House / apartment,47.75890410958904,21.06027397260274,1,0,0,1,2.0,False
M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,37.21917808219178,2.0465753424657533,1,0,0,0,3.0,False
M,N,N,1,Working,Secondary / secondary special,Married,House / apartment,41.09315068493151,0.8794520547945206,1,1,1,0,3.0,True
M,N,N,1,Working,Secondary / secondary special,Married,House / apartment,41.09315068493151,0.8794520547945206,1,1,1,0,3.0,False
M,Y,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,41.443835616438356,15.824657534246576,1,0,0,0,3.0,False
F,N,Y,1,State servant,Higher education,Separated,House / apartment,38.01917808219178,2.652054794520548,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,47.93150684931507,6.654794520547945,1,0,0,0,2.0,False
F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,49.31780821917808,8.657534246575343,1,1,1,0,1.0,False
F,N,Y,0,State servant,Higher education,Married,House / apartment,43.11506849315069,18.224657534246575,1,0,1,0,2.0,False
F,N,Y,0,State servant,Higher education,Married,House / apartment,43.11506849315069,18.224657534246575,1,0,1,0,2.0,False
F,N,Y,0,State servant,Higher education,Married,House / apartment,43.11506849315069,18.224657534246575,1,0,1,0,2.0,False
F,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.265753424657536,5.967123287671233,1,0,0,0,2.0,False
M,Y,N,0,Working,Incomplete higher,Married,With parents,34.50958904109589,6.572602739726028,1,0,0,0,2.0,False
F,N,N,0,Commercial associate,Higher education,Married,House / apartment,31.035616438356165,10.304109589041095,1,0,0,0,2.0,False
M,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.536986301369865,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,State servant,Higher education,Married,House / apartment,54.95068493150685,14.578082191780823,1,1,1,0,2.0,False
F,Y,Y,1,Commercial associate,Higher education,Civil marriage,House / apartment,29.284931506849315,7.723287671232876,1,0,0,0,3.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.205479452054796,4.901369863013699,1,0,0,0,2.0,False
F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.205479452054796,4.901369863013699,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,49.93150684931507,18.328767123287673,1,0,0,0,2.0,False
M,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,30.424657534246574,8.219178082191782,1,0,0,0,3.0,False
F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,50.51780821917808,30.61917808219178,1,0,1,0,1.0,False
F,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,27.164383561643834,0.684931506849315,1,0,0,0,1.0,False
M,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.52054794520548,0.6,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,46.416438356164385,4.602739726027397,1,0,0,0,2.0,False
M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,46.416438356164385,4.602739726027397,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
M,Y,N,0,State servant,Higher education,Married,House / apartment,27.350684931506848,5.2684931506849315,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,64.66301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,64.66301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,64.66301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,64.66301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Higher education,Married,House / apartment,64.66301369863014,-1000.6657534246575,1,0,0,0,2.0,False
F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.4986301369863,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.4986301369863,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.4986301369863,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.4986301369863,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.4986301369863,-1000.6657534246575,1,0,1,0,3.0,False
F,N,Y,0,State servant,Secondary / secondary special,Married,Municipal apartment,41.536986301369865,19.698630136986303,1,0,0,0,2.0,False
F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,67.18082191780822,-1000.6657534246575,1,0,0,0,2.0,False
F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,36.09041095890411,13.608219178082193,1,0,0,0,4.0,False
F,N,Y,0,Pensioner,Higher education,Single / not married,House / apartment,57.23013698630137,-1000.6657534246575,1,0,0,0,1.0,False
M,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,41.89041095890411,3.8493150684931505,1,0,0,0,4.0,False
