,data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,mau,renda
2979,2015-03-01,12546,F,False,False,1,Assalariado,Secundário,Casado,Casa,34,4.701369863013698,3.0,False,4252.73
2980,2015-03-01,16573,F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,4.520547945205481,2.0,True,407.92
2981,2015-03-01,15361,F,True,False,0,Assalariado,Secundário,Solteiro,Casa,27,3.0356164383561643,1.0,False,1524.08
2982,2015-03-01,6483,F,False,True,0,Pensionista,Secundário,Separado,Casa,64,,1.0,False,3424.68
2983,2015-03-01,10061,M,True,True,0,Assalariado,Secundário,Casado,Casa,54,6.802739726027397,2.0,False,5764.13
2984,2015-03-01,15325,F,False,False,0,Assalariado,Secundário,Casado,Casa,50,12.460273972602739,2.0,False,1718.49
2985,2015-03-01,464,F,True,True,1,Assalariado,Secundário,Casado,Casa,41,14.698630136986301,3.0,False,2825.08
2986,2015-03-01,2996,F,False,True,2,Assalariado,Secundário,Casado,Casa,37,4.635616438356164,4.0,False,2990.89
2987,2015-03-01,5252,F,False,False,0,Empresário,Secundário,Casado,Casa,43,0.4301369863013699,2.0,False,1503.13
2988,2015-03-01,16004,F,True,True,0,Assalariado,Secundário,Casado,Casa,49,28.394520547945213,2.0,False,4195.2
2989,2015-03-01,7411,F,True,True,1,Assalariado,Superior completo,União,Com os pais,36,3.5534246575342467,3.0,False,1968.31
2990,2015-03-01,10052,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,30,8.967123287671232,1.0,False,3672.45
2991,2015-03-01,4116,F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,53,18.389041095890416,1.0,False,4287.85
2992,2015-03-01,1944,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,44,7.4301369863013695,1.0,False,2628.19
2993,2015-03-01,13136,M,True,True,0,Pensionista,Secundário,União,Casa,67,,2.0,False,15105.36
2994,2015-03-01,9530,F,False,False,0,Empresário,Superior completo,Casado,Casa,44,0.8465753424657534,2.0,False,1451.01
2995,2015-03-01,1466,F,True,True,2,Empresário,Superior completo,Casado,Casa,38,9.926027397260274,4.0,False,5595.35
2996,2015-03-01,10905,F,True,False,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,False,6324.21
2997,2015-03-01,6691,F,False,True,2,Empresário,Secundário,União,Casa,34,4.975342465753425,4.0,False,3380.38
2998,2015-03-01,7679,F,False,False,0,Pensionista,Secundário,Casado,Casa,59,,2.0,False,305.32
2999,2015-03-01,11930,M,True,False,0,Empresário,Secundário,Separado,Casa,41,5.665753424657535,1.0,False,5781.1
3000,2015-04-01,5269,F,True,False,0,Empresário,Secundário,Casado,Casa,28,0.6821917808219178,2.0,False,1530.21
3001,2015-04-01,14525,F,False,True,0,Servidor público,Superior completo,Casado,Casa,25,6.301369863013699,2.0,False,3423.1
3002,2015-04-01,6599,F,False,False,2,Servidor público,Secundário,Casado,Casa,39,12.767123287671232,4.0,False,3644.06
3003,2015-04-01,3311,M,True,True,1,Assalariado,Secundário,Casado,Casa,34,1.2356164383561643,3.0,False,4592.08
3004,2015-04-01,8601,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,55,9.556164383561645,1.0,False,6502.72
3005,2015-04-01,7426,F,True,False,1,Assalariado,Superior completo,Casado,Governamental,34,6.8,3.0,False,1855.66
3006,2015-04-01,1490,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,33,7.101369863013699,1.0,False,4076.88
3007,2015-04-01,1968,F,False,True,0,Empresário,Superior completo,Casado,Casa,30,5.175342465753425,2.0,False,777.81
3008,2015-04-01,10076,M,False,True,1,Assalariado,Secundário,Casado,Casa,41,4.131506849315069,3.0,False,3234.38
3009,2015-04-01,5910,M,True,True,0,Empresário,Secundário,Casado,Casa,27,7.139726027397259,2.0,False,7234.59
3010,2015-04-01,9403,F,False,False,1,Empresário,Superior completo,Casado,Casa,29,2.8465753424657536,3.0,False,1598.64
3011,2015-04-01,15961,M,True,True,0,Empresário,Superior completo,Casado,Casa,38,3.0465753424657533,2.0,False,1316.2
3012,2015-04-01,8913,F,False,True,0,Servidor público,Secundário,Casado,Casa,56,25.81369863013699,2.0,False,7431.48
3013,2015-04-01,1089,F,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.597260273972604,3.0,False,2219.57
3014,2015-04-01,3350,F,False,False,2,Assalariado,Secundário,Casado,Com os pais,30,4.575342465753423,4.0,False,1704.69
3015,2015-04-01,2022,F,False,True,2,Empresário,Secundário,Casado,Casa,27,6.342465753424658,4.0,False,1679.39
3016,2015-04-01,1989,M,True,False,0,Empresário,Secundário,Casado,Casa,56,12.432876712328767,2.0,False,23528.89
3017,2015-04-01,14206,F,False,True,0,Servidor público,Secundário,Solteiro,Casa,47,11.463013698630135,1.0,False,4129.39
3018,2015-04-01,7689,M,True,True,2,Assalariado,Secundário,Casado,Casa,39,8.435616438356165,4.0,False,2382.51
3019,2015-04-01,7930,F,False,True,0,Empresário,Secundário,Casado,Casa,51,31.49041095890411,2.0,False,35270.88
3020,2015-04-01,15054,M,False,True,1,Assalariado,Secundário,Casado,Casa,44,3.4356164383561643,3.0,False,5305.18
3021,2015-04-01,5776,F,False,False,0,Empresário,Secundário,Casado,Casa,49,11.63013698630137,2.0,False,6884.15
3022,2015-04-01,10575,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,59,21.186301369863013,1.0,False,2295.66
3023,2015-04-01,3850,M,True,False,0,Assalariado,Secundário,Solteiro,Casa,27,1.0986301369863014,1.0,False,2152.44
3024,2015-04-01,5628,F,False,False,2,Assalariado,Secundário,Casado,Casa,30,5.956164383561643,4.0,False,1646.16
3025,2015-04-01,6589,F,False,True,3,Servidor público,Superior completo,Casado,Casa,43,20.276712328767122,5.0,False,4482.79
3026,2015-04-01,422,F,False,True,1,Servidor público,Superior incompleto,União,Casa,29,9.780821917808217,3.0,False,2935.11
3027,2015-04-01,4637,F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,False,2843.32
3028,2015-04-01,8253,M,False,False,1,Empresário,Superior completo,Casado,Casa,50,0.3013698630136986,3.0,False,2389.63
3029,2015-04-01,1793,F,True,True,0,Pensionista,Secundário,Viúvo,Casa,62,,1.0,False,586.61
3030,2015-04-01,13968,M,False,False,1,Assalariado,Secundário,Casado,Casa,34,6.956164383561643,3.0,False,4586.36
3031,2015-04-01,13165,F,False,True,1,Empresário,Superior completo,Casado,Casa,32,11.18082191780822,3.0,False,37703.55
3032,2015-04-01,13525,F,False,False,0,Empresário,Secundário,Casado,Casa,35,14.356164383561644,2.0,False,1695.17
3033,2015-04-01,14000,M,True,True,0,Assalariado,Secundário,Casado,Casa,30,5.454794520547946,2.0,False,1806.62
3034,2015-04-01,13690,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,49,16.63013698630137,2.0,False,15313.02
3035,2015-04-01,4826,M,False,False,1,Assalariado,Secundário,Casado,Governamental,39,18.224657534246575,3.0,False,5602.6
3036,2015-04-01,2827,F,True,True,0,Pensionista,Superior completo,Separado,Casa,59,,1.0,False,5913.76
3037,2015-04-01,734,F,True,True,0,Assalariado,Superior completo,Casado,Casa,32,2.024657534246576,2.0,False,2292.13
3038,2015-04-01,13727,M,False,True,0,Empresário,Secundário,Solteiro,Com os pais,27,2.9534246575342467,1.0,False,7291.18
3039,2015-04-01,9002,F,True,False,0,Servidor público,Secundário,Casado,Casa,53,32.71232876712329,2.0,False,7385.5
3040,2015-04-01,2204,F,True,False,1,Empresário,Secundário,Casado,Casa,24,0.5068493150684932,3.0,False,1543.66
3041,2015-04-01,3663,M,False,True,1,Assalariado,Superior completo,Casado,Casa,43,8.471232876712326,3.0,False,2022.19
3042,2015-04-01,15924,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,62,,1.0,False,4569.56
3043,2015-04-01,9573,F,True,False,0,Assalariado,Secundário,Casado,Casa,52,18.523287671232875,2.0,False,7291.52
3044,2015-04-01,1680,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,62,36.753424657534254,1.0,False,16281.73
3045,2015-04-01,3560,M,False,True,1,Empresário,Superior completo,Casado,Casa,36,11.613698630136984,3.0,False,23548.71
3046,2015-04-01,7979,M,False,True,1,Assalariado,Secundário,Casado,Casa,27,3.084931506849315,3.0,False,2698.93
3047,2015-04-01,5500,M,True,True,1,Assalariado,Superior completo,Casado,Casa,28,5.931506849315069,3.0,False,7136.0
3048,2015-04-01,11321,F,False,False,2,Servidor público,Secundário,Casado,Casa,37,4.76986301369863,4.0,False,8602.47
3049,2015-04-01,5582,F,False,False,0,Assalariado,Superior completo,Casado,Casa,50,16.046575342465754,2.0,False,7358.99
3050,2015-04-01,11649,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,28,1.4931506849315068,1.0,False,1927.76
3051,2015-04-01,10899,F,True,False,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,False,994.01
3052,2015-04-01,11151,M,True,False,0,Assalariado,Superior completo,Casado,Casa,41,14.52054794520548,2.0,False,4424.15
3053,2015-04-01,11645,M,False,True,0,Assalariado,Secundário,Casado,Casa,44,2.3232876712328765,2.0,False,5183.38
3054,2015-04-01,12547,F,False,False,1,Assalariado,Secundário,Casado,Casa,34,4.701369863013698,3.0,False,2254.64
3055,2015-04-01,3537,F,False,True,0,Empresário,Secundário,Casado,Casa,52,6.356164383561644,2.0,False,3283.68
3056,2015-04-01,12422,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,False,1983.83
3057,2015-04-01,10751,F,True,False,0,Pensionista,Secundário,Casado,Casa,60,,2.0,False,497.09
3058,2015-04-01,12329,F,False,True,1,Empresário,Superior incompleto,Casado,Casa,26,5.613698630136986,3.0,False,1109.53
3059,2015-04-01,14864,M,True,False,0,Assalariado,Secundário,Casado,Casa,47,10.720547945205482,2.0,False,4976.58
3060,2015-04-01,11617,F,False,True,1,Assalariado,Secundário,Casado,Casa,51,7.328767123287673,3.0,False,3268.35
3061,2015-04-01,9564,F,False,False,0,Assalariado,Secundário,Casado,Casa,54,12.772602739726029,2.0,False,3543.29
3062,2015-04-01,10390,M,True,True,0,Assalariado,Secundário,Casado,Casa,39,2.2136986301369856,2.0,False,3221.67
3063,2015-04-01,11417,M,True,False,0,Pensionista,Primário,Casado,Casa,67,,2.0,False,4824.01
3064,2015-04-01,12813,F,True,True,1,Assalariado,Secundário,Casado,Casa,42,16.709589041095892,3.0,False,2254.11
3065,2015-04-01,6938,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,62,,1.0,False,821.32
3066,2015-04-01,4657,M,True,True,1,Assalariado,Superior completo,Casado,Governamental,42,0.4383561643835616,3.0,False,3211.71
3067,2015-04-01,12277,F,False,True,1,Pensionista,Superior completo,Casado,Casa,51,,3.0,False,1482.51
3068,2015-04-01,16478,M,True,True,0,Assalariado,Secundário,Casado,Casa,62,2.356164383561644,2.0,True,4911.78
3069,2015-04-01,5342,F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,False,2427.96
3070,2015-04-01,13139,M,True,True,0,Pensionista,Secundário,União,Casa,67,,2.0,False,3347.56
3071,2015-04-01,2356,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356163,2.0,False,2495.23
3072,2015-04-01,13993,F,True,False,1,Servidor público,Superior completo,Casado,Casa,38,14.712328767123287,3.0,False,8536.33
3073,2015-04-01,2524,M,True,False,0,Assalariado,Secundário,Solteiro,Casa,49,7.701369863013697,1.0,False,2695.86
3074,2015-04-01,9227,F,True,True,0,Empresário,Secundário,Casado,Casa,42,8.767123287671232,2.0,False,2165.04
3075,2015-04-01,6466,F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,False,1454.64
3076,2015-04-01,12252,F,True,True,2,Assalariado,Superior incompleto,Casado,Casa,31,0.2767123287671233,4.0,False,1686.82
3077,2015-04-01,1928,F,False,True,0,Pensionista,Secundário,União,Casa,60,,2.0,False,2805.96
3078,2015-04-01,119,F,False,False,0,Assalariado,Secundário,Casado,Casa,35,8.695890410958905,2.0,False,8057.09
3079,2015-04-01,7501,M,True,True,0,Assalariado,Secundário,Casado,Casa,53,7.575342465753424,2.0,False,20259.03
3080,2015-04-01,3332,M,True,True,1,Empresário,Secundário,Casado,Casa,36,1.7397260273972603,3.0,False,4013.11
3081,2015-04-01,9854,F,False,True,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,4558.96
3082,2015-04-01,14326,F,True,True,0,Empresário,Superior completo,Casado,Casa,50,9.53972602739726,2.0,False,11789.04
3083,2015-04-01,13982,F,False,False,1,Assalariado,Secundário,União,Casa,40,7.290410958904109,3.0,False,11642.48
3084,2015-04-01,15226,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,55,11.54246575342466,1.0,False,1856.0
3085,2015-04-01,4004,F,False,False,1,Empresário,Secundário,União,Casa,33,8.657534246575342,3.0,False,907.98
3086,2015-04-01,4654,M,True,True,1,Assalariado,Superior completo,Casado,Governamental,42,0.4383561643835616,3.0,False,4464.58
3087,2015-04-01,6352,F,True,False,0,Empresário,Secundário,União,Casa,38,4.665753424657535,2.0,False,4900.34
3088,2015-04-01,6909,F,False,True,1,Assalariado,Superior incompleto,Casado,Casa,43,25.641095890410963,3.0,False,17947.93
3089,2015-04-01,1316,M,True,True,0,Servidor público,Secundário,Casado,Casa,47,9.58904109589041,2.0,False,6086.56
3090,2015-04-01,10984,F,False,False,0,Empresário,Secundário,União,Casa,38,19.86027397260274,2.0,False,3971.29
3091,2015-04-01,13212,F,False,True,0,Assalariado,Superior completo,Casado,Casa,38,8.684931506849315,2.0,False,4447.11
3092,2015-04-01,7166,F,True,False,0,Assalariado,Secundário,Casado,Casa,53,11.134246575342466,2.0,False,1237.39
3093,2015-04-01,15059,F,False,False,0,Assalariado,Secundário,Casado,Casa,28,4.410958904109589,2.0,False,5445.27
3094,2015-04-01,8636,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,60,29.04109589041096,1.0,False,5886.84
3095,2015-04-01,2449,M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.958904109589039,3.0,False,2037.44
3096,2015-04-01,3213,M,True,True,0,Servidor público,Secundário,Casado,Casa,59,2.2164383561643834,2.0,False,2494.4
3097,2015-04-01,4515,F,True,False,0,Pensionista,Secundário,Casado,Casa,48,,2.0,False,3015.32
3098,2015-04-01,1355,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,27.61369863013699,1.0,False,4420.4
3099,2015-04-01,395,F,False,True,0,Assalariado,Superior incompleto,Solteiro,Casa,23,4.112328767123287,1.0,False,998.83
3100,2015-04-01,16025,F,False,True,0,Servidor público,Secundário,Casado,Governamental,52,12.550684931506849,2.0,False,15713.95
3101,2015-04-01,9561,M,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,32,9.6,1.0,False,4228.58
3102,2015-04-01,4288,F,True,True,0,Assalariado,Secundário,Casado,Casa,39,6.594520547945206,2.0,False,3342.15
3103,2015-04-01,10944,F,False,False,0,Empresário,Secundário,União,Casa,44,1.4328767123287671,2.0,False,912.25
3104,2015-04-01,13996,F,False,True,0,Servidor público,Superior completo,Separado,Casa,50,5.287671232876712,1.0,False,3001.49
3105,2015-04-01,10330,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,54,4.216438356164384,2.0,False,1531.22
3106,2015-04-01,3484,F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,False,4960.12
3107,2015-04-01,3652,M,True,False,0,Servidor público,Secundário,Solteiro,Casa,48,27.252054794520546,1.0,False,12732.67
3108,2015-04-01,779,F,True,True,1,Empresário,Secundário,Casado,Casa,37,7.027397260273973,3.0,False,1869.88
3109,2015-04-01,9186,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,1380.9
3110,2015-04-01,5515,M,True,True,0,Empresário,Superior completo,Casado,Estúdio,37,12.019178082191779,2.0,False,7830.68
3111,2015-04-01,7273,M,True,True,1,Empresário,Secundário,Casado,Casa,37,10.882191780821916,3.0,False,9675.52
3112,2015-04-01,3997,F,False,True,0,Empresário,Secundário,Casado,Casa,45,0.6191780821917808,2.0,False,949.8
3113,2015-04-01,8044,M,True,False,0,Assalariado,Secundário,Casado,Casa,36,4.975342465753425,2.0,False,6766.4
3114,2015-04-01,9261,M,True,False,0,Assalariado,Superior completo,Separado,Casa,28,5.767123287671232,1.0,False,9994.61
3115,2015-04-01,7372,F,True,True,0,Assalariado,Superior completo,Casado,Casa,41,10.887671232876713,2.0,True,2237.79
3116,2015-04-01,7094,F,False,True,1,Empresário,Secundário,Separado,Governamental,51,5.046575342465753,2.0,False,1976.36
3117,2015-04-01,8236,F,False,True,0,Servidor público,Secundário,Casado,Casa,52,28.73972602739726,2.0,False,10110.47
3118,2015-04-01,9133,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,False,1366.08
3119,2015-04-01,12054,F,False,True,0,Empresário,Superior completo,Casado,Casa,53,12.167123287671233,2.0,False,5807.73
3120,2015-04-01,2875,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,2.6410958904109587,2.0,False,2533.54
3121,2015-04-01,3981,F,False,True,1,Empresário,Superior completo,Solteiro,Casa,34,7.104109589041097,2.0,False,2999.65
3122,2015-04-01,11632,M,False,True,2,Empresário,Superior completo,Casado,Casa,33,5.991780821917808,4.0,False,10334.52
3123,2015-04-01,15934,F,False,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,False,5982.62
3124,2015-04-01,16018,F,False,True,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,False,2634.89
3125,2015-04-01,8365,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,24,1.4684931506849317,1.0,False,1140.64
3126,2015-04-01,762,F,False,False,0,Assalariado,Secundário,Viúvo,Aluguel,61,2.271232876712329,1.0,False,1774.81
3127,2015-04-01,5602,F,True,False,0,Assalariado,Secundário,Solteiro,Casa,42,8.293150684931506,1.0,False,4013.08
3128,2015-04-01,15676,F,True,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,False,2667.86
3129,2015-04-01,11665,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,62,,1.0,False,3703.58
3130,2015-04-01,10887,M,False,False,0,Assalariado,Superior completo,Solteiro,Casa,60,8.523287671232877,1.0,False,5283.09
3131,2015-04-01,5632,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,28,5.457534246575341,1.0,False,5055.09
3132,2015-04-01,6381,M,False,False,0,Assalariado,Secundário,Casado,Casa,27,7.082191780821918,2.0,False,3429.3
3133,2015-04-01,6160,F,True,True,0,Empresário,Secundário,Solteiro,Casa,33,3.9178082191780814,1.0,False,15681.77
3134,2015-04-01,1682,F,False,True,0,Empresário,Secundário,Casado,Casa,56,1.8109589041095893,2.0,False,5121.8
3135,2015-04-01,11331,M,True,False,0,Assalariado,Superior completo,Casado,Casa,55,10.852054794520548,2.0,False,13076.93
3136,2015-04-01,10096,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,False,2038.7
3137,2015-04-01,12943,M,True,True,2,Assalariado,Secundário,Casado,Casa,35,4.383561643835616,4.0,False,5606.98
3138,2015-04-01,15921,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,9.128767123287671,2.0,False,6132.75
3139,2015-04-01,6318,M,False,False,0,Empresário,Secundário,Casado,Com os pais,24,1.9150684931506852,2.0,False,7415.54
3140,2015-04-01,3206,F,False,True,0,Empresário,Secundário,Casado,Casa,43,19.567123287671233,2.0,False,6528.38
3141,2015-04-01,10822,F,False,False,2,Assalariado,Secundário,Casado,Casa,39,19.364383561643837,4.0,False,6444.31
3142,2015-04-01,6863,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,,1.0,False,1844.14
3143,2015-04-01,10527,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,False,2594.73
3144,2015-04-01,1903,F,True,False,0,Servidor público,Superior incompleto,Solteiro,Casa,32,14.263013698630138,1.0,False,3422.87
3145,2015-04-01,7653,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,41,3.432876712328768,1.0,False,2725.46
3146,2015-04-01,12301,F,False,False,0,Assalariado,Secundário,Viúvo,Casa,51,1.1150684931506851,1.0,False,891.74
3147,2015-04-01,6047,F,False,True,0,Empresário,Secundário,Casado,Casa,30,7.389041095890411,2.0,False,4272.7
3148,2015-04-01,8670,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,8.158904109589043,2.0,False,1578.6
3149,2015-04-01,9585,M,True,True,2,Assalariado,Secundário,Casado,Casa,29,6.934246575342466,4.0,False,3405.03
3150,2015-04-01,6331,F,False,False,0,Empresário,Superior completo,Solteiro,Casa,28,1.0767123287671232,1.0,False,2547.26
3151,2015-04-01,2718,F,False,True,0,Assalariado,Secundário,Casado,Casa,36,4.391780821917808,2.0,False,2149.17
3152,2015-04-01,1965,M,True,True,0,Empresário,Secundário,Casado,Casa,42,3.2575342465753425,2.0,False,4243.5
3153,2015-04-01,13893,F,False,True,0,Assalariado,Secundário,Casado,Casa,64,1.2849315068493148,2.0,False,6774.17
3154,2015-04-01,12650,F,True,True,0,Pensionista,Secundário,Casado,Casa,52,,2.0,False,7721.7
3155,2015-04-01,2247,F,False,True,0,Pensionista,Primário,Casado,Casa,63,,2.0,False,646.58
3156,2015-04-01,2026,F,True,True,1,Servidor público,Secundário,União,Casa,33,1.2547945205479452,3.0,False,1544.67
3157,2015-04-01,7016,M,False,True,0,Empresário,Secundário,Solteiro,Casa,29,5.7972602739726025,1.0,False,7943.06
3158,2015-04-01,14002,F,False,True,1,Servidor público,Secundário,Casado,Casa,40,7.1205479452054785,3.0,False,5059.56
3159,2015-04-01,599,M,True,True,0,Servidor público,Superior completo,Casado,Casa,32,6.027397260273973,2.0,False,5859.2
3160,2015-04-01,2110,F,True,True,0,Empresário,Superior completo,Casado,Casa,27,4.676712328767123,2.0,False,961.08
3161,2015-04-01,13569,F,False,False,0,Pensionista,Secundário,Casado,Casa,56,,2.0,False,1599.58
3162,2015-04-01,12755,F,True,True,0,Assalariado,Superior completo,Casado,Casa,42,6.619178082191781,2.0,False,3545.11
3163,2015-04-01,2064,M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,False,12208.84
3164,2015-04-01,6438,M,False,False,0,Empresário,Superior completo,Casado,Com os pais,35,13.923287671232874,2.0,False,10913.65
3165,2015-04-01,5749,M,True,False,1,Assalariado,Superior incompleto,Casado,Casa,37,3.5424657534246577,3.0,False,2181.5
3166,2015-04-01,14597,M,False,True,2,Assalariado,Secundário,Casado,Casa,32,11.726027397260275,4.0,False,4976.84
3167,2015-04-01,15770,F,False,True,0,Pensionista,Secundário,Casado,Casa,63,,2.0,False,1470.25
3168,2015-04-01,10048,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.049315068493152,2.0,False,3577.92
3169,2015-04-01,2609,F,True,True,0,Empresário,Secundário,Casado,Casa,40,3.895890410958904,2.0,False,6527.42
3170,2015-04-01,8101,F,False,False,0,Empresário,Secundário,Casado,Casa,48,11.558904109589042,2.0,False,4406.0
3171,2015-04-01,15189,M,True,True,0,Assalariado,Superior incompleto,Casado,Casa,29,3.9561643835616436,2.0,False,2920.83
3172,2015-04-01,11553,M,True,True,0,Assalariado,Secundário,Casado,Casa,59,6.6356164383561635,2.0,False,3432.13
3173,2015-04-01,16599,F,False,True,0,Assalariado,Secundário,Casado,Casa,31,8.536986301369863,2.0,True,2241.43
3174,2015-04-01,6620,F,False,False,1,Assalariado,Secundário,Casado,Com os pais,29,7.101369863013699,3.0,False,2221.99
3175,2015-04-01,1220,M,False,True,1,Empresário,Secundário,Casado,Casa,38,0.7534246575342466,3.0,False,1609.99
3176,2015-04-01,11105,F,False,True,0,Assalariado,Superior completo,Casado,Casa,27,3.7561643835616434,2.0,False,1569.43
3177,2015-04-01,5265,F,True,False,0,Empresário,Secundário,Casado,Casa,28,0.6821917808219178,2.0,False,648.93
3178,2015-04-01,2897,F,True,True,2,Servidor público,Superior completo,Casado,Casa,40,12.649315068493149,4.0,False,2153.8
3179,2015-04-01,5914,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,4.3863013698630136,2.0,False,4446.19
3180,2015-04-01,15951,F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,False,3703.4
3181,2015-04-01,5403,F,False,False,0,Assalariado,Secundário,Separado,Casa,51,27.03013698630137,1.0,False,5836.33
3182,2015-04-01,9295,M,False,False,0,Assalariado,Superior completo,Casado,Casa,36,8.6,2.0,False,10991.32
3183,2015-04-01,11577,M,True,True,1,Assalariado,Secundário,Casado,Aluguel,46,3.991780821917808,3.0,False,4144.67
3184,2015-04-01,9383,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,51,4.016438356164383,1.0,False,2883.81
3185,2015-04-01,11990,M,True,True,0,Assalariado,Superior completo,Casado,Casa,57,14.084931506849315,2.0,False,3932.23
3186,2015-04-01,16077,F,False,True,1,Empresário,Superior completo,Separado,Casa,41,2.794520547945205,2.0,False,2172.28
3187,2015-04-01,15671,F,True,True,4,Assalariado,Superior completo,Casado,Casa,37,5.408219178082192,6.0,False,3944.85
3188,2015-04-01,7680,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,False,2743.85
3189,2015-04-01,9121,M,True,False,0,Empresário,Secundário,União,Casa,60,6.9534246575342475,2.0,False,11821.65
3190,2015-04-01,12589,F,False,False,0,Pensionista,Secundário,Casado,Casa,65,,2.0,False,6833.91
3191,2015-04-01,1577,M,False,True,1,Assalariado,Superior completo,Casado,Casa,31,4.145205479452055,3.0,False,1060.96
3192,2015-04-01,14665,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,27,4.9671232876712335,1.0,False,2158.46
3193,2015-04-01,5388,M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,False,3210.7
3194,2015-04-01,13024,F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.926027397260274,2.0,False,3918.77
3195,2015-04-01,14555,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,41,1.2986301369863014,1.0,False,3161.89
3196,2015-04-01,7699,M,False,True,0,Assalariado,Secundário,Separado,Casa,48,4.18082191780822,1.0,False,3332.25
3197,2015-04-01,13132,M,True,True,2,Assalariado,Secundário,Casado,Casa,26,6.257534246575342,4.0,False,9463.74
3198,2015-04-01,3208,F,True,True,0,Assalariado,Secundário,Casado,Casa,46,8.558904109589042,2.0,False,2580.3
3199,2015-04-01,15343,F,False,False,0,Assalariado,Secundário,Casado,Casa,38,5.1205479452054785,2.0,False,3862.07
3200,2015-04-01,109,M,True,False,0,Assalariado,Superior completo,Casado,Casa,43,10.191780821917806,2.0,False,5814.46
3201,2015-04-01,8073,F,False,False,0,Empresário,Secundário,Casado,Casa,43,24.736986301369864,2.0,False,7988.1
3202,2015-04-01,1765,F,True,True,0,Assalariado,Secundário,Casado,Casa,32,4.975342465753425,2.0,False,2447.45
3203,2015-04-01,13215,F,False,True,0,Servidor público,Secundário,Viúvo,Casa,55,1.8410958904109591,1.0,False,2999.29
3204,2015-04-01,5174,F,False,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,False,1786.93
3205,2015-04-01,5628,F,False,False,2,Assalariado,Secundário,Casado,Casa,30,5.956164383561643,4.0,False,1646.16
3206,2015-04-01,10928,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,False,11601.33
3207,2015-04-01,14304,F,False,False,0,Pensionista,Secundário,Casado,Estúdio,53,,2.0,False,1098.12
3208,2015-04-01,1474,M,True,True,1,Assalariado,Secundário,Separado,Casa,44,2.416438356164384,2.0,False,3596.38
